applicant_id,application_date,decision_date,visa_status,nationality,processing_center,job_title,job_info_education,education_level,naics_title,annual_income_usd,processing_time_days
A-16254-51523,10-09-2016,05-12-2016,Certified,INDIA,NJ,Sr. Systems Analyst,Master's,Bachelor's,,"1,01,400.00",86
A-14274-12041,20-10-2014,17-03-2015,Certified-Expired,JORDAN,NEW JERSEY,FSO - Assurance Manager - Asset Management,Bachelor's,Master's,Offices of Certified Public Accountants,"94,000.00",148
A-15308-35876,16-11-2015,08-04-2016,Certified,INDIA,OK,Development Analyst - GIS,Bachelor's,Bachelor's,,90107,144
A-16050-74648,19-02-2016,10-06-2016,Certified,SERBIA AND MONTENEGRO,NY,Coach,,,,46780,112
A-16014-61237,01-02-2016,24-05-2016,Certified,INDIA,NY,Engineer – Software Development,Master's,Master's,,105000,113
A-16060-78320,11-03-2016,08-07-2016,Certified,INDIA,CA,Hyperion Developer Analyst,Bachelor's,Bachelor's,,113464,119
A-15243-13369,01-10-2015,11-03-2016,Certified-Expired,INDIA,CA,"Software Engineer-Applications (Lead Software Engineer, Quality)",Bachelor's,Bachelor's,,147496,162
A-16005-57395,04-02-2016,27-05-2016,Certified,SOUTH KOREA,VA,Training Specialist,Associate's,Associate's,,90730,113
A-16208-36009,09-08-2016,26-10-2016,Certified,INDIA,NJ,"Quant Trader, Commodities and FX",Master's,Master's,,"1,15,000.00",78
A-14127-67347,06-06-2014,29-10-2014,Certified-Expired,NETHERLANDS,WASHINGTON,Software Development Engineer II - Server & Tools or Other,Master's,Master's,Software Publishers,"1,18,154.00",145
A-15212-04187,31-07-2015,04-04-2016,Certified-Expired,INDIA,MI,Software Developer,Master's,Bachelor's,,82000,248
A-14339-31297,22-12-2014,09-07-2015,Certified,MEXICO,NEW YORK,"Senior Associate, Portfolio Management Tools *",Bachelor's,Bachelor's,Portfolio Management,"1,15,000.00",199
A-15091-63271,17-04-2015,20-10-2015,Certified-Expired,INDIA,PA,Sr. Oracle Architect,Bachelor's,Bachelor's,,112000,186
A-16264-54560,23-09-2016,06-12-2016,Certified,INDIA,TX,"Assistant Vice President, Solutioning",Bachelor's,Bachelor's,,"1,11,758.00",74
A-15211-03866,09-12-2015,18-04-2016,Certified,MEXICO,FL,Programmer Analyst,Bachelor's,Master's,,36,131
A-15289-29413,27-10-2015,25-03-2016,Certified-Expired,INDIA,NY,Senior Software Engineer,Master's,Master's,,82597,150
A-15324-41834,30-12-2015,19-04-2016,Certified,INDIA,IL,Senior .Net Developer/Solutions Consultant,Master's,Master's,,70000,111
A-13078-49452,23-04-2013,02-01-2015,Certified-Expired,INDIA,NEW JERSEY,Senior Analyst / Developer,Master's,Master's,Investment Banking and Securities Dealing,"1,08,400.00",619
A-16025-64849,26-02-2016,21-06-2016,Certified,INDIA,IL,Hospitalist,Other,Other,,225000,116
A-14219-96465,11-08-2014,28-10-2015,Certified-Expired,SOUTH KOREA,PA,Tax Senior (Private Company Services),Bachelor's,Master's,,72946,443
A-14027-36213,18-10-2013,23-06-2015,Certified,INDIA,CALIFORNIA,SENIOR SOFTWARE ENGINEER,Bachelor's,Bachelor's,"Financial Transactions Processing, Reserve, and Clearinghouse Activities","1,12,273.00",613
A-15322-41185,14-03-2016,15-06-2016,Certified,INDIA,CA,Quality Engineering Lead,Master's,Master's,,142500,93
A-14022-34680,22-01-2014,12-06-2015,Certified,INDIA,TEXAS,RF Engineer,Master's,Master's,Cellular and Other Wireless Telecommunications,"81,661.00",506
A-14336-29931,17-12-2014,26-06-2015,Certified,INDIA,CALIFORNIA,Sr. ERP Business Analyst,Bachelor's,Master's,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing","1,21,000.00",191
A-15174-89897,26-08-2015,04-02-2016,Certified-Expired,INDIA,NJ,TAS Manager - M&A Operational Transaction Services,Bachelor's,Master's,,154690,162
A-13345-24022,06-06-2014,28-10-2014,Certified-Expired,INDIA,CALIFORNIA,Senior Software Engineer,Bachelor's,Bachelor's,Custom Computer Programming Services,"1,22,179.00",144
A-15147-80384,05-06-2015,08-12-2015,Certified-Expired,INDIA,CA,Product Engineer,Master's,Master's,,106517,186
A-13291-02460,18-10-2013,05-05-2015,Certified,CANADA,WASHINGTON,Machine Tender/Process Control Relief Supervisor,,,Paper (except Newsprint) Mills,"79,602.00",564
A-15194-97631,23-11-2015,26-04-2016,Certified,SOUTH KOREA,AL,Purchasing Manager,Bachelor's,Bachelor's,,81453,155
A-14266-09488,06-10-2014,27-02-2015,Certified-Expired,KYRGYZSTAN,WASHINGTON,Software Development Engineer II,Bachelor's,Bachelor's,Electronic Shopping,"87,547.00",144
A-16291-62347,17-10-2016,23-12-2016,Certified,INDIA,NJ,Programmer Analyst,Master's,Master's,,"1,03,626.00",67
A-16011-59693,03-03-2016,15-06-2016,Certified,CANADA,WA,Senior Hardware Engineer (Senior Optical Engineer),Bachelor's,Master's,,164000,104
A-14364-38534,30-12-2014,03-02-2016,Certified-Expired,INDIA,CA,Senior Staff Software Engineer,Master's,Master's,,157000,400
A-13337-20842,16-12-2013,04-06-2015,Certified,INDIA,ILLINOIS,LEAD CONSULTANT,Master's,Master's,Custom Computer Programming Services,"89,981.00",535
A-14268-10328,30-09-2014,23-02-2015,Certified-Expired,SOUTH KOREA,OHIO,Poultry Processor,,High School,Poultry Processing,"20,342.00",146
A-15183-94584,29-07-2015,12-01-2016,Certified-Expired,INDIA,WA,Software Engineer – Unlock Insights from Data or Other,Bachelor's,Bachelor's,,106288,167
A-14268-10357,30-09-2014,23-02-2015,Certified-Expired,SOUTH KOREA,OHIO,Poultry Processor,,Bachelor's,Poultry Processing,"20,342.00",146
A-14279-13439,31-10-2014,14-04-2015,Certified,CHINA,CALIFORNIA,Senior Software Engineer/Embedded Systems,Master's,Master's,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,"94,432.00",165
A-16222-40654,09-08-2016,09-08-2016,Denied,HAITI,LA,Personal Care Aide Interpreter,High School,High School,,57054,0
A-15305-34667,08-12-2015,28-04-2016,Certified,INDIA,MA,"Senior Manager, Software Engineering",Bachelor's,Master's,,169832,142
A-15070-57699,10-04-2015,22-10-2015,Certified-Expired,INDIA,NY,Senior Associate,Master's,Master's,,102669,195
A-15068-57095,16-03-2015,18-09-2015,Certified,INDIA,RHODE ISLAND,Senior Database Administrator,Bachelor's,Master's,Pharmacies and Drug Stores,"1,01,500.00",186
A-14311-23686,07-11-2014,11-12-2014,Withdrawn,INDIA,NEW JERSEY,Systems Software Engineer II (Multiple Openings),Bachelor's,Bachelor's,Custom Computer Programming Services,"97,011.00",34
A-14303-21096,01-12-2014,25-02-2016,Certified-Expired,INDIA,WI,Software Developer,Bachelor's,Master's,,80000,451
A-14194-87894,18-07-2014,11-12-2014,Certified-Expired,CHINA,DISTRICT OF COLUMBIA,Internal Auditor - Modeling,Bachelor's,Master's,Secondary Market Financing,"1,08,150.00",146
A-14325-27686,24-12-2014,06-07-2015,Certified,INDIA,TEXAS,SCM Analyst,Master's,Master's,Computer Systems Design Services,"66,435.00",194
A-16042-71879,08-03-2016,27-06-2016,Certified,CANADA,CO,Sr. Business Analyst,Master's,Bachelor's,,100880,111
A-14290-16573,17-10-2014,10-03-2015,Certified-Expired,VENEZUELA,FLORIDA,FINANCE PROJECT DIRECTOR,Master's,Master's,Administrative Management and General Management Consulting Services,"1,09,762.00",144
A-13163-71084,21-10-2013,14-05-2015,Certified,ARGENTINA,FLORIDA,Products Systems Analyst,,,Wired Telecommunications Carriers,"90,162.00",570
A-15274-24095,21-10-2015,17-03-2016,Certified-Expired,INDIA,PA,Sr. Systems Engineer,Master's,Master's,,70000,148
A-16209-36616,27-07-2016,17-10-2016,Certified,INDIA,CA,Senior Programmer Analyst,Bachelor's,Bachelor's,,"1,06,500.00",82
A-16018-62188,14-04-2016,07-07-2016,Certified,INDIA,NJ,Software Engineer,Master's,Bachelor's,,123490,84
A-16107-98160,20-04-2016,15-07-2016,Certified,INDIA,IL,Software Quality Assurance Engineer,Master's,Master's,,87027,86
A-15110-68702,11-06-2015,07-12-2015,Certified-Expired,INDIA,CA,Senior Oracle Applications Developer,Master's,Master's,,120000,179
A-15069-57519,15-04-2015,15-10-2015,Certified-Expired,INDIA,NJ,Sr. SAP Consultant,Bachelor's,Master's,,115000,183
A-16235-44694,30-08-2016,08-11-2016,Certified,INDIA,IL,Systems Analyst,Bachelor's,Bachelor's,,"86,070.00",70
A-13339-21996,11-12-2013,04-06-2015,Certified,INDIA,ILLINOIS,MANAGER,Master's,Master's,Custom Computer Programming Services,"1,28,000.00",540
A-16124-04861,03-05-2016,18-08-2016,Certified,INDIA,PA,Quality Assurance Tester,Bachelor's,Bachelor's,,65894,107
A-16179-26095,08-07-2016,13-10-2016,Certified,INDIA,ME,Senior Software Engineer,Bachelor's,Bachelor's,,"99,466.00",97
A-16203-34826,04-10-2016,13-12-2016,Certified,VENEZUELA,FL,INTERNATIONAL BUSINESS MANAGER,Master's,Bachelor's,,"1,22,000.00",70
A-14267-09707,15-10-2014,14-12-2015,Certified-Expired,INDIA,NY,Staff Pharmacist,Doctorate,Doctorate,,91790,425
A-16007-58588,22-04-2016,13-07-2016,Certified,VENEZUELA,NY,Assistant Professor - Screenwriting,Master's,Master's,,71073,82
A-15147-80313,27-08-2015,19-02-2016,Certified-Expired,INDIA,CT,SOFTWARE DEVELOPER,Bachelor's,Master's,,88215,176
A-15039-49091,08-02-2015,02-09-2015,Certified,IRAN,SOUTH CAROLINA,Commercial Cleaner,,,Janitorial Services,8.09,206
A-14205-91878,22-07-2014,30-09-2015,Denied,SOUTH KOREA,WASHINGTON,ASSISTANT MANAGER,Other,High School,Gasoline Stations with Convenience Stores,"51,626.00",435
A-14136-70172,30-05-2014,24-10-2014,Certified-Expired,CHINA,NEW YORK,Senior Technical Specialist,Bachelor's,Master's,Other Information Services,"1,22,179.00",147
A-14288-15870,09-12-2014,24-06-2015,Certified,INDIA,CALIFORNIA,SYSTEMS ANALYST,Bachelor's,Bachelor's,Custom Computer Programming Services,"1,26,630.00",197
A-14191-86888,11-07-2014,02-01-2015,Certified-Expired,SOUTH KOREA,NEVADA,Assistant Professor of Organic Chemistry,Doctorate,Doctorate,"Colleges, Universities, and Professional Schools","70,000.00",175
A-15127-74337,24-06-2015,18-12-2015,Certified-Expired,CHINA,WA,Software Development Engineer III,Master's,Bachelor's,,112986,177
A-14106-60975,21-04-2014,15-10-2014,Certified-Expired,INDIA,OREGON,Senior Solutions Developer eCommerce,Bachelor's,Bachelor's,Rubber and Plastics Footwear Manufacturing,"1,15,000.00",177
A-15178-92065,31-07-2015,22-01-2016,Certified-Expired,CHINA,WA,Site Reliability Engineer - GFS-MSG or Other,Master's,Master's,,104400,175
A-16162-20666,15-06-2016,06-09-2016,Certified,CHINA,CA,Systems Software Engineer,Master's,Master's,,120750,83
A-15260-18863,06-10-2015,09-03-2016,Certified-Expired,INDIA,CA,R&D Valve Engineer (#SV-0509),Master's,Master's,,135304,155
A-15008-40614,12-02-2015,28-08-2015,Certified,RUSSIA,WASHINGTON,Software Development Engineer II,Master's,Master's,Electronic Shopping,"97,219.00",197
A-16019-62425,17-03-2016,20-06-2016,Certified,INDIA,CA,MEMBER OF TECHNICAL STAFF,Master's,Master's,,120349,95
A-14209-92858,15-09-2014,03-02-2015,Certified-Expired,INDIA,CALIFORNIA,Senior Product Manager,Master's,Master's,"Financial Transactions Processing, Reserve, and Clearinghouse Activities","1,25,000.00",141
A-15289-29312,08-12-2015,15-04-2016,Certified,CHINA,CA,Software Engineer,Bachelor's,Master's,,120000,129
A-14128-67772,08-05-2014,27-10-2014,Certified-Expired,INDIA,CALIFORNIA,Supply Demand Planner,Master's,Master's,Other Computer Peripheral Equipment Manufacturing,"1,22,400.00",172
A-15345-49544,08-01-2016,12-05-2016,Certified,INDIA,TX,Construction and Virtual Design Engineering Manager,Bachelor's,Master's,,89190,125
A-15343-48596,21-12-2015,06-05-2016,Certified,CANADA,CA,"Software Engineer, Staff 1",Bachelor's,Bachelor's,,157477,137
A-15202-00196,25-08-2015,01-02-2016,Certified-Expired,INDIA,CA,User Experience Developer-ProdDev,Bachelor's,Bachelor's,,115000,160
A-16211-37185,10-08-2016,10-11-2016,Certified,SWEDEN,CA,Senior Erlang Engineer,Bachelor's,Bachelor's,,"1,85,000.00",92
A-15255-16979,14-09-2015,02-03-2016,Certified-Expired,SOUTH KOREA,NY,Home Health Aide,,,,20280,170
A-16116-01727,26-04-2016,11-07-2016,Certified,INDIA,TX,Computer Systems Analyst - V,Bachelor's,Bachelor's,,81765,76
A-14339-31255,05-03-2015,24-09-2015,Certified,CHINA,NEW JERSEY,Systems Analyst,Master's,Master's,Computer Systems Design and Related Services,"1,08,805.00",203
A-15261-19181,18-09-2015,21-03-2016,Denied,SPAIN,PR,STRATEGIC PLANNING MANAGER,Bachelor's,Master's,,115000,185
A-14043-41483,01-03-2014,21-07-2015,Certified,INDIA,TEXAS,Power System Research and Planning Engineer,Master's,Master's,Engineering Services,"78,832.00",507
A-12069-45210,15-08-2012,12-01-2015,Denied,INDIA,WISCONSIN,SAP Senior Business Intelligence Architect/Developer,Bachelor's,Bachelor's,Conveyor and Conveying Equipment Manufacturing,"90,000.00",880
A-16187-29374,15-07-2016,27-09-2016,Certified,GEORGIA,CA,SOFTWARE ENGINEER,Master's,Master's,,142376,74
A-15173-89758,29-09-2015,17-02-2016,Certified-Expired,INDIA,CA,QA Engineer,Bachelor's,Bachelor's,,125000,141
A-15156-83451,05-06-2015,14-12-2015,Certified-Expired,POLAND,NJ,TRUCK DRIVER,,,,20322,192
A-15041-49720,02-07-2015,12-01-2016,Certified-Expired,INDIA,OH,Senior Consultant (BI Developer/Architect),Master's,Bachelor's,,85947,194
A-16155-17601,07-06-2016,29-08-2016,Certified,INDIA,CA,Business Analyst,Bachelor's,Other,,89149,83
A-15364-55856,13-04-2016,09-11-2016,Certified,INDIA,VA,Master Software Engineer,Master's,Bachelor's,,"1,00,000.00",210
A-16162-20346,27-07-2016,20-09-2016,Certified,INDIA,WA,Software Development Engineer II,Bachelor's,Bachelor's,,117458,55
A-15341-47459,04-01-2016,09-05-2016,Certified,MEXICO,IL,"Developer II, Service Systems",Bachelor's,Bachelor's,,108955,126
A-13297-05134,25-10-2013,25-03-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - II,Bachelor's,Bachelor's,Computer Systems Design Services,"54,059.00",516
A-15015-42868,16-01-2015,26-08-2015,Certified,INDIA,TEXAS,Computer Systems Analyst - V,Bachelor's,Bachelor's,Computer Systems Design Services,"76,378.00",222
A-15262-19522,19-09-2015,02-03-2016,Certified-Expired,VIETNAM,SC,Commercial Cleaner,,,,8.09,165
A-16067-81417,05-04-2016,07-07-2016,Certified,PHILIPPINES,GU,Cement Mason,,,,14.33,93
A-16267-55656,05-10-2016,07-12-2016,Certified,INDIA,MD,SharePoint/SQL Administrator,Bachelor's,Bachelor's,,"70,000.00",63
A-14099-59429,29-04-2014,30-07-2015,Certified,PHILIPPINES,MARYLAND,Special Education Teacher,Bachelor's,Bachelor's,Elementary and Secondary Schools,"47,475.00",457
A-16117-02162,05-05-2016,18-08-2016,Certified,CHINA,NY,Research Technician,Bachelor's,Bachelor's,,50378,105
A-16188-29630,15-07-2016,29-09-2016,Certified,INDIA,PA,Senior Solution Engineer,Bachelor's,Master's,,78126,76
A-14142-71877,23-05-2014,12-08-2015,Certified,SOUTH KOREA,CALIFORNIA,Marketing Manager,Bachelor's,Bachelor's,Freight Transportation Arrangement,"78,104.00",446
A-14260-07797,13-10-2014,06-03-2015,Certified-Expired,INDIA,VIRGINIA,IT Developer Generalist,Master's,Master's,Custom Computer Programming Services,"91,500.00",144
A-15259-18038,19-10-2015,23-03-2016,Certified-Expired,INDIA,PA,Pediatrician,Other,Other,,135000,156
A-14177-82628,30-06-2014,09-09-2015,Certified,INDIA,FLORIDA,Senior Software Engineer,Master's,Master's,Custom Computer Programming Services,"73,258.00",436
A-15204-01550,29-07-2015,07-01-2016,Certified-Expired,INDIA,CA,Member of Technical Staff,Bachelor's,Bachelor's,,148803,162
A-14311-23794,07-01-2015,04-02-2016,Certified-Expired,INDIA,VA,Senior Business Analyst,Master's,Master's,,127000,393
A-16228-42308,15-08-2016,10-11-2016,Certified,SOUTH AFRICA,CA,Design Engineer III,Bachelor's,Bachelor's,,45.67,87
A-16098-94606,07-04-2016,04-11-2016,Denied,CANADA,SC,Commercial Cleaner,,,,8.12,211
A-15142-79256,29-06-2015,23-12-2015,Certified-Expired,INDIA,MI,Body Structure Performance Engineer,Master's,Master's,,78666,177
A-15042-50141,02-03-2015,01-10-2015,Certified-Expired,INDIA,TX,Analyst Principal- Functional PP,Master's,Master's,,125445,213
A-15334-44510,11-12-2015,19-05-2016,Certified,INDIA,PA,General Dentist,Other,Other,,90147,160
A-14191-87036,10-07-2014,03-04-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - V,Bachelor's,Bachelor's,Computer Systems Design Services,"72,467.00",267
A-14259-07389,23-09-2014,12-02-2015,Certified-Expired,BELARUS,WISCONSIN,RESEARCH ENGINEER-SOFTWARE DEVELOPER,Master's,Master's,"Research and Development in the Physical, Engineering, and Life Sciences","85,000.00",142
A-15275-24511,06-10-2015,23-05-2016,Certified,INDIA,IL,Business Intelligence Developer,Bachelor's,Bachelor's,,92000,230
A-14265-08882,29-09-2014,20-02-2015,Certified-Expired,INDIA,NEW JERSEY,Sr. Software Engineer,Master's,Master's,Custom Computer Programming Services,"1,05,498.00",144
A-15208-02401,05-08-2015,12-02-2016,Certified-Expired,INDIA,NJ,Sr. Java Software Developer,Bachelor's,Master's,,108805,191
A-14267-10006,26-09-2014,23-11-2015,Certified-Expired,SOUTH KOREA,NJ,Rate Clerk,,,,46488,423
A-16013-60614,25-01-2016,12-02-2016,Withdrawn,INDIA,OH,Lead Programmer/Analyst,Master's,Master's,,112986,18
A-14071-52185,04-04-2014,12-11-2014,Certified-Expired,CANADA,CALIFORNIA,FORMULATION CHEMIST,Bachelor's,Bachelor's,Hotels (except Casino Hotels) and Motels,"74,256.00",222
A-15132-75809,21-05-2015,01-12-2015,Certified-Expired,INDIA,TX,Simulation Facilitator,Master's,Master's,,64000,194
A-14182-84207,27-06-2014,04-09-2015,Denied,FRANCE,FLORIDA,FINANCIAL ANALYST,Master's,Master's,Other Management Consulting Services,"98,000.00",434
A-15308-35863,01-12-2015,21-04-2016,Certified,INDIA,NY,Senior Java Developer,Bachelor's,Bachelor's,,105102,142
A-16014-61094,20-01-2016,25-05-2016,Certified,INDIA,NJ,PROGRAMMER ANALYST,Bachelor's,Master's,,108805,126
A-16150-15725,14-06-2016,15-09-2016,Certified,SRI LANKA,CA,Process Engineer,Doctorate,Doctorate,,88275,93
A-15170-88832,27-07-2015,11-01-2016,Certified-Expired,SOUTH KOREA,KY,Software Engineer,Bachelor's,Doctorate,,93169.98,168
A-14297-19303,24-10-2014,17-04-2015,Certified,INDONESIA,CALIFORNIA,Institutional Accreditation Associate,Bachelor's,Bachelor's,"Colleges, Universities, and Professional Schools","57,200.00",175
A-16245-48875,21-09-2016,22-11-2016,Certified,VIETNAM,IA,General Food Production,High School,High School,,290,62
A-16193-31161,11-07-2016,13-10-2016,Certified,TAIWAN,CA,Systems Engineer,Master's,Doctorate,,"93,995.00",94
A-14199-90209,18-07-2014,06-04-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - II,Bachelor's,Bachelor's,Computer Systems Design Services,"54,059.00",262
A-15027-45969,28-01-2015,18-08-2015,Certified,MEXICO,TEXAS,Elementary Bilingual Teacher,Bachelor's,Bachelor's,Elementary and Secondary Schools,"50,382.00",202
A-15105-67085,17-04-2015,29-10-2015,Certified-Expired,CHINA,CA,Product Marketing Specialist,Master's,Master's,,150030,195
A-13199-81207,23-07-2013,26-02-2015,Certified-Expired,GUYANA,NEW YORK,Optical Technician,,,Optical Goods Stores,"30,410.00",583
A-15353-52919,23-12-2015,02-05-2016,Certified,INDIA,CA,Process Engineer,Doctorate,Doctorate,,88275,131
A-15308-35732,17-11-2015,18-04-2016,Certified,INDIA,TX,Java Developer,Bachelor's,Bachelor's,,115794,153
A-15208-02509,25-08-2015,28-01-2016,Certified-Expired,CHINA,CA,Architectural Designer,Master's,Master's,,40893,156
A-15125-73161,12-05-2015,01-12-2015,Certified-Expired,INDIA,MA,User Experience Architects,Bachelor's,Bachelor's,,122500,203
A-16125-05375,28-06-2016,25-08-2016,Certified,CANADA,WA,Sr. SQL Database Engineer,Bachelor's,Bachelor's,,122000,58
A-14130-68177,10-05-2014,24-10-2014,Certified-Expired,INDIA,TEXAS,Sr. Genesys Consultant,Bachelor's,Bachelor's,Other Computer Related Services,"1,05,560.00",167
A-14091-57051,05-06-2014,28-10-2014,Certified-Expired,GERMANY,WASHINGTON,Program Manager II - Windows R&D or Other,Bachelor's,Bachelor's,Software Publishers,"1,16,094.00",145
A-15175-90722,27-08-2015,04-02-2016,Certified-Expired,INDIA,CA,Senior Programmer Analysts,Master's,Bachelor's,,108763,161
A-16105-97566,14-04-2016,25-07-2016,Certified,INDIA,CA,Programmer Analyst,Master's,Bachelor's,,75421,102
A-13052-42463,22-04-2013,02-10-2014,Certified-Expired,SOUTH KOREA,CALIFORNIA,SUSHI COOK,High School,High School,Full-Service Restaurants,"22,339.00",528
A-15308-36062,02-12-2015,26-04-2016,Certified,SOUTH KOREA,CA,Assistant Coordinator,Associate's,Associate's,,45802,146
A-14253-05769,12-09-2014,16-11-2015,Certified-Expired,CHINA,VA,Financial Analyst,Master's,Master's,,68910,430
A-14286-15124,11-11-2014,09-03-2015,Withdrawn,CHINA,WISCONSIN,Software Developer,Bachelor's,Doctorate,Computer Systems Design Services,"80,000.00",118
A-16028-66513,15-04-2016,07-07-2016,Certified,INDIA,WA,Service Engineer,Master's,Bachelor's,,127000,83
A-15147-80247,08-07-2015,06-01-2016,Certified-Expired,INDIA,GA,Software Development Engineer III,Master's,Bachelor's,,88941,182
A-16055-76491,17-03-2016,23-06-2016,Certified,INDIA,VA,Applications Developer,Bachelor's,Master's,,108139,98
A-14196-88485,13-10-2014,04-03-2015,Certified-Expired,INDIA,MICHIGAN,Chassis Product Development Engineer,Bachelor's,Bachelor's,Automobile Manufacturing,"86,800.00",142
A-15043-50316,13-02-2015,02-09-2015,Certified,INDIA,TEXAS,Computer Systems Analyst - IV,Master's,Master's,Computer Systems Design Services,"76,378.00",201
A-16221-39967,16-08-2016,08-11-2016,Certified,INDIA,RI,"Sr. Advisor, Architecture (Digital Enterprise)",Master's,Bachelor's,,"1,28,750.21",84
A-16201-33877,01-08-2016,27-10-2016,Certified,INDIA,TX,Dentist,Other,Other,,"1,87,200.00",87
A-13058-43917,07-03-2013,28-10-2015,Denied,INDIA,CA,Information Security Analyst,Bachelor's,Bachelor's,,115669,965
A-15076-59203,16-04-2015,22-10-2015,Certified-Expired,ITALY,MA,Assistant Professor,Doctorate,Doctorate,,204000,189
A-10270-21712,29-09-2010,01-11-2016,Denied,INDIA,WA,Software Development Engineer II,Master's,Master's,,"81,328.00",2225
A-14257-06753,22-09-2014,02-03-2015,Certified-Expired,INDIA,NORTH CAROLINA,Sr. Retail IT Specialist,Bachelor's,Bachelor's,Electronics and Appliance Stores,"1,25,000.00",161
A-16217-39137,04-08-2016,09-11-2016,Certified,CHINA,CA,Senior Mixed Signal Design Engineer,Master's,Master's,,"1,30,000.00",97
A-15323-41375,20-11-2015,07-04-2016,Certified,GERMANY,VA,Internal Sales Team Leader,Bachelor's,Bachelor's,,75000,139
A-14181-83613,01-07-2014,01-12-2014,Certified-Expired,MEXICO,CALIFORNIA,Sales Operations Associate,Bachelor's,Bachelor's,Computer Systems Design Services,"85,700.00",153
A-15219-06520,04-02-2016,20-05-2016,Certified,CHINA,FL,Lead Analyst,Master's,Master's,,36,106
A-14174-81231,16-07-2014,15-12-2014,Certified-Expired,CHINA,WASHINGTON,"Hardware Engineer, Test-IEB or Other",Master's,Master's,Software Publishers,"1,00,000.00",152
A-15037-48870,18-02-2015,01-09-2015,Certified,SOUTH KOREA,CALIFORNIA,APC Specialist,High School,Associate's,Other Computer Related Services,"1,31,269.00",195
A-14276-12822,03-10-2014,17-12-2015,Certified-Expired,INDIA,NJ,Lead Software Engineer - Testing (Multiple Openings),Bachelor's,Bachelor's,,90459,440
A-15151-81297,17-07-2015,10-02-2016,Certified-Expired,INDIA,FL,Lead Analyst,Master's,Master's,,34,208
A-14260-07879,22-10-2014,17-03-2015,Certified-Expired,CHINA,MASSACHUSETTS,Associate Data Scientist,Master's,Master's,Computer Systems Design and Related Services,"1,05,560.00",146
A-14191-86881,10-07-2014,05-12-2014,Certified-Expired,CHINA,OREGON,Cook,Other,Other,Full-Service Restaurants,"22,422.00",148
A-14094-58159,20-05-2014,08-10-2014,Certified-Expired,INDIA,CALIFORNIA,Software Engineer,Master's,Master's,Electronic Computer Manufacturing,"94,109.00",141
A-15271-22678,12-11-2015,31-03-2016,Certified-Expired,INDIA,CA,Sales Engineer,Master's,Master's,,99674,140
A-14168-79062,18-06-2014,10-09-2015,Certified,SOUTH KOREA,TENNESSEE,Accountant,Bachelor's,Bachelor's,"Cosmetics, Beauty Supplies, and Perfume Stores","37,211.00",449
A-16167-21868,15-07-2016,20-09-2016,Certified,INDIA,PA,Senior Testing Engineer,Master's,Master's,,92290,67
A-15217-05780,13-08-2015,10-02-2016,Certified-Expired,PAKISTAN,CA,Senior Software Engineer,Bachelor's,Bachelor's,,126630,181
A-16211-37194,05-08-2016,07-11-2016,Certified,INDIA,OH,"Engineer, Software Engineering",Master's,Master's,,"89,523.00",94
A-15128-74540,08-05-2015,19-11-2015,Certified-Expired,INDIA,MA,Computer Programmer,Master's,Master's,,88234,195
A-16119-03391,29-04-2016,22-07-2016,Certified,INDIA,TX,Computer Systems Analyst - II,Bachelor's,Bachelor's,,66144,84
A-14175-81603,14-07-2014,29-04-2016,Denied,CHINA,NY,SAP Senior Consultant,Bachelor's,Bachelor's,,114724.48,655
A-14147-72411,11-06-2014,12-11-2014,Certified-Expired,INDIA,ILLINOIS,Engineer Manager,Bachelor's,Master's,Pharmaceutical Preparation Manufacturing,"1,53,750.00",154
A-15100-65859,03-06-2015,11-12-2015,Certified-Expired,INDIA,CA,Software Engineer,Bachelor's,Bachelor's,,108150,191
A-16258-52842,14-09-2016,06-12-2016,Certified,INDIA,CA,Members of Technical Staff - Systems Management,Master's,Master's,,"1,19,350.00",83
A-14199-90444,18-07-2014,07-04-2015,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - V,Bachelor's,Bachelor's,Computer Systems Design Services,"72,467.00",263
A-16141-12946,25-05-2016,05-08-2016,Certified,VIETNAM,NE,Poultry Processing Worker,,Other,,11.6,72
A-14346-33786,15-12-2014,10-07-2015,Certified,UZBEKISTAN,CALIFORNIA,Software Engineer,Master's,Bachelor's,Computer Systems Design Services,"1,15,253.00",207
A-14304-21301,01-12-2014,12-06-2015,Certified,INDIA,CALIFORNIA,iOS Software Developer,Bachelor's,Master's,Other Motion Picture and Video Industries,"1,14,837.00",193
A-12200-83275,23-08-2012,29-09-2016,Certified,INDIA,MA,Software Engineer,Bachelor's,Bachelor's,,83845,1498
A-16267-55864,18-10-2016,13-12-2016,Certified,INDIA,CA,Software Developer,Master's,Master's,,"1,00,000.00",56
A-14114-63481,16-05-2014,16-10-2014,Certified-Expired,PAKISTAN,CALIFORNIA,Software Developer,Master's,Master's,Software Publishers,"82,000.00",153
A-14338-30844,24-04-2015,21-10-2015,Certified-Expired,PERU,IL,Cardiologist,Other,Other,,185000,180
A-10300-28159,27-10-2010,13-01-2015,Denied,INDIA,TEXAS,Systems Analyst,Bachelor's,Bachelor's,Custom Computer Programming Services,"69,160.00",1539
