application_date,visa_status,nationality,processing_center,job_title,job_info_education,naics_title,annual_income_usd,processing_time_days,application_date_year,application_date_month,application_date_day,application_date_dayofweek,annual_income_usd_to_processing_time_days_ratio,visa_status_frequency,nationality_frequency
2014-06-24,Certified-Expired,INDIA,WASHINGTON,software engineer,Bachelor's,Custom Computer Programming Services,116272.0,142,2014,6,24,1,813.0909090909091,3341,4703
2016-05-03,Certified,INDIA,MI,Product Engineer,Bachelor's,Custom Computer Programming Services,73091.0,100,2016,5,3,1,723.6732673267327,4398,4703
2014-05-30,Certified-Expired,BANGLADESH,VIRGINIA,Information Security Analyst (15-1122),Master's,Engineering Services,87381.0,151,2014,5,30,4,574.875,3341,26
2015-11-09,Certified-Expired,INDIA,CA,Software Engineer,Bachelor's,Custom Computer Programming Services,121038.0,143,2015,11,9,0,840.5416666666666,3341,4703
2014-05-22,Certified-Expired,MALAYSIA,MINNESOTA,Senior Public Health Informatics Analyst,Bachelor's,"Colleges, Universities, and Professional Schools",87945.0,153,2014,5,22,3,571.0714285714286,3341,12
2016-04-13,Certified,CHINA,CA,Market Research Analyst,Bachelor's,Custom Computer Programming Services,34000.0,217,2016,4,13,2,155.96330275229357,4398,750
2015-08-28,Certified-Expired,INDIA,PA,Senior Software Developer - Business Intelligence,Bachelor's,Custom Computer Programming Services,98821.0,165,2015,8,28,4,595.3072289156627,3341,4703
2015-10-13,Certified-Expired,INDIA,FL,Senior Business Systems Analyst,Bachelor's,Custom Computer Programming Services,100277.0,156,2015,10,13,1,638.7070063694267,3341,4703
2015-09-17,Certified-Expired,TAIWAN,NY,"Associate, Fund Accounting Team",Master's,Custom Computer Programming Services,112840.0,169,2015,9,17,3,663.7647058823529,3341,84
2014-12-30,Certified,SOUTH KOREA,OHIO,Poultry Processor,Master's,Poultry Processing,20342.0,206,2014,12,30,1,98.27053140096618,4398,617
2014-08-21,Certified-Expired,INDIA,CALIFORNIA,"Corporate Applications Engineer, Sr. I",Master's,Computer Systems Design Services,88275.0,138,2014,8,21,3,635.0719424460432,3341,4703
2016-08-09,Certified,INDIA,TX,Sr. Accountant,Master's,Custom Computer Programming Services,114483.0,76,2016,8,9,1,1486.7922077922078,4398,4703
2016-09-12,Certified,BRAZIL,NY,Communication Specialist,Bachelor's,Custom Computer Programming Services,88150.0,72,2016,9,12,0,1207.5342465753424,4398,58
2015-01-07,Certified,INDIA,ILLINOIS,It Application Development Technology Lead,Bachelor's,Insurance Agencies and Brokerages,96000.0,204,2015,1,7,2,468.2926829268293,4398,4703
2016-03-18,Certified,INDIA,WI,Software Developer,Bachelor's,Custom Computer Programming Services,90000.0,97,2016,3,18,4,918.3673469387757,4398,4703
2016-09-13,Certified,INDIA,MI,Computer Software Engineer Applications,Bachelor's,Custom Computer Programming Services,93246.0,71,2016,9,13,1,1295.0833333333333,4398,4703
2015-11-24,Certified,FRANCE,MD,Systems Analyst,Master's,Custom Computer Programming Services,88150.0,142,2015,11,24,1,616.4335664335664,4398,67
2016-02-17,Certified,SOUTH KOREA,TX,Commercial Cleaner,Master's,Custom Computer Programming Services,93101.0,212,2016,2,17,2,437.09389671361504,4398,617
2014-05-13,Certified-Expired,INDIA,CALIFORNIA,Member of Technical Staff,Master's,Other Electrical Equipment and Component Manufacturing,115000.0,162,2014,5,13,1,705.5214723926381,3341,4703
2016-02-15,Certified,INDIA,IL,Lead Consultant,Master's,Custom Computer Programming Services,87027.0,116,2016,2,15,0,743.8205128205128,4398,4703
2014-09-25,Certified-Expired,INDIA,PENNSYLVANIA,Lead Software Engineer,Master's,Custom Computer Programming Services,110000.0,147,2014,9,25,3,743.2432432432432,3341,4703
2014-12-22,Certified,INDIA,CALIFORNIA,Software Engineer,Bachelor's,Computer Systems Design Services,113000.0,214,2014,12,22,0,525.5813953488372,4398,4703
2016-08-30,Denied,MEXICO,FL,ROOFER/LABORER,Master's,Custom Computer Programming Services,93101.0,104,2016,8,30,1,886.6761904761905,225,173
2014-12-03,Certified,TAIWAN,PENNSYLVANIA,Assistant Instructor,Master's,"Colleges, Universities, and Professional Schools",50190.0,217,2014,12,3,2,230.22935779816515,4398,84
2016-09-13,Certified,CANADA,CA,ENGINEER-BAAN SYSTEMS,Bachelor's,Custom Computer Programming Services,111613.0,79,2016,9,13,1,1395.1625,4398,280
2014-07-21,Certified-Expired,INDIA,CALIFORNIA,System Design Engineer,Bachelor's,Electronic Computer Manufacturing,109380.36,197,2014,7,21,0,552.4260606060606,3341,4703
2015-09-29,Certified-Expired,INDIA,TX,Senior Technology Architect – US,Master's,Custom Computer Programming Services,98904.0,148,2015,9,29,1,663.7852348993289,3341,4703
2014-06-17,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - IV,Master's,Computer Systems Design Services,72467.0,290,2014,6,17,1,249.0274914089347,3341,4703
2016-07-15,Certified,INDIA,WA,Quality Assurance Engineer II,Master's,Custom Computer Programming Services,99466.0,67,2016,7,15,4,1462.735294117647,4398,4703
2015-07-07,Certified-Expired,INDIA,IL,Sr. Software Engineer,Master's,Custom Computer Programming Services,84906.0,196,2015,7,7,1,430.994923857868,3341,4703
2015-05-21,Certified-Expired,INDIA,MA,Sr. Java Developer,Master's,Custom Computer Programming Services,108006.0,188,2015,5,21,3,571.4603174603175,3341,4703
2015-12-10,Certified,CANADA,PA,"Engineer 4, Network Operations",Bachelor's,Custom Computer Programming Services,102311.0,147,2015,12,10,3,691.2905405405405,4398,280
2015-09-21,Certified-Expired,INDIA,MI,Sr. Project Lead (IT),Master's,Custom Computer Programming Services,75437.0,168,2015,9,21,0,446.3727810650888,3341,4703
2015-08-27,Certified-Expired,INDIA,CO,Sr. Business Analyst,Master's,Custom Computer Programming Services,79102.0,153,2015,8,27,3,513.6493506493506,3341,4703
2014-08-19,Certified,INDIA,INDIANA,Technical Specialist,Master's,"Engine, Turbine, and Power Transmission Equipment Manufacturing",74300.0,248,2014,8,19,1,298.3935742971888,4398,4703
2014-06-24,Denied,INDIA,NEW JERSEY,PROGRAMMER ANALYST,Master's,Custom Computer Programming Services,110323.0,126,2014,6,24,1,868.6850393700787,225,4703
2015-08-24,Certified-Expired,MEXICO,MA,Business Process Expert,Bachelor's,Custom Computer Programming Services,94336.0,162,2015,8,24,0,578.7484662576687,3341,173
2015-09-22,Certified-Expired,CANADA,CA,Systems Engineer,Bachelor's,Custom Computer Programming Services,141900.0,160,2015,9,22,1,881.3664596273292,3341,280
2015-09-10,Certified-Expired,INDIA,CT,APPLICATION LEAD,Bachelor's,Custom Computer Programming Services,122680.0,159,2015,9,10,3,766.75,3341,4703
2016-02-04,Certified,SOUTH KOREA,NY,Lead Korean Quality Manager,Master's,Custom Computer Programming Services,52000.0,120,2016,2,4,3,429.75206611570246,4398,617
2014-06-03,Certified-Expired,BRAZIL,CONNECTICUT,Sports Marketing Analyst,Bachelor's,Sports and Recreation Instruction,45000.0,157,2014,6,3,1,284.8101265822785,3341,58
2015-09-29,Certified-Expired,INDIA,NY,SOFTWARE ENGINEER,Bachelor's,Custom Computer Programming Services,126422.0,161,2015,9,29,1,780.3827160493827,3341,4703
2015-07-20,Denied,ECUADOR,MA,PERSONAL CARE ATTENDANT (PCA),High School,Custom Computer Programming Services,93101.0,88,2015,7,20,0,1046.0786516853932,225,15
2016-06-29,Certified,JAPAN,CT,Market Research Analyst,Bachelor's,Custom Computer Programming Services,57200.0,64,2016,6,29,2,880.0,4398,51
2014-12-17,Certified,INDIA,TEXAS,Instrument Engineer I,Master's,Engineering Services,70000.0,191,2014,12,17,2,364.5833333333333,4398,4703
2015-08-21,Certified-Expired,INDIA,PA,ERS Sr. Manager,Bachelor's,Custom Computer Programming Services,118200.0,174,2015,8,21,4,675.4285714285714,3341,4703
2015-12-18,Certified,INDIA,NJ,Environmental Engineer,Master's,Custom Computer Programming Services,71157.0,145,2015,12,18,4,487.3767123287671,4398,4703
2015-10-13,Certified-Expired,SOUTH KOREA,NY,Network and Systems Administrator,Master's,Custom Computer Programming Services,77272.0,148,2015,10,13,1,518.6040268456376,3341,617
2014-06-30,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - II,Bachelor's,Computer Systems Design Services,54059.0,277,2014,6,30,0,194.4568345323741,3341,4703
2015-06-24,Certified-Expired,CHINA,CA,Software Engineer,Master's,Custom Computer Programming Services,105000.0,177,2015,6,24,2,589.8876404494382,3341,750
2016-06-09,Certified,SPAIN,NE,Senior Java Developer,Bachelor's,Custom Computer Programming Services,95493.0,81,2016,6,9,3,1164.5487804878048,4398,26
2014-08-11,Certified-Expired,INDIA,TEXAS,Plant Engineer,Master's,Other Basic Organic Chemical Manufacturing,93766.0,168,2014,8,11,0,554.8284023668639,3341,4703
2016-12-19,Withdrawn,INDIA,NJ,"Senior Associate, ERP SAP PP-PI, QM & PM",Bachelor's,Custom Computer Programming Services,114691.0,1,2016,12,19,0,57345.5,361,4703
2015-12-01,Certified,INDIA,CA,Strategic Sourcing Specialist,Master's,Custom Computer Programming Services,93475.0,146,2015,12,1,1,635.8843537414966,4398,4703
2014-02-18,Denied,SOUTH KOREA,GEORGIA,Poultry Processor,Bachelor's,Poultry Processing,17763.0,283,2014,2,18,1,62.54577464788732,225,617
2014-09-04,Certified-Expired,NIGERIA,TEXAS,"Manager, Audit",Master's,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",74589.0,161,2014,9,4,3,460.4259259259259,3341,27
2014-10-29,Certified-Expired,COLOMBIA,NEW YORK,Art Director,Bachelor's,Religious Organizations,76170.0,140,2014,10,29,2,540.2127659574468,3341,49
2015-09-01,Certified-Expired,CHINA,MI,Advanced User Experience Designer,Master's,Custom Computer Programming Services,80086.96,164,2015,9,1,1,485.3755151515152,3341,750
2014-12-18,Certified,INDIA,ILLINOIS,Business Operations Analyst,Master's,Communications Equipment Manufacturing,84200.0,229,2014,12,18,3,366.0869565217391,4398,4703
2015-07-24,Denied,PAKISTAN,CA,DIRECTOR OF GUEST EXPERIENCE,Bachelor's,Custom Computer Programming Services,53000.0,241,2015,7,24,4,219.0082644628099,225,63
2016-03-15,Certified,INDIA,TX,Lead SQL Developer,Bachelor's,Custom Computer Programming Services,116000.0,97,2016,3,15,1,1183.6734693877552,4398,4703
2014-06-18,Certified-Expired,INDIA,TEXAS,Salesforce Analyst,Bachelor's,Custom Computer Programming Services,106000.0,142,2014,6,18,2,741.2587412587412,3341,4703
2015-06-05,Certified-Expired,INDIA,VA,Senior Software Engineer,Bachelor's,Custom Computer Programming Services,125757.0,192,2015,6,5,4,651.5906735751296,3341,4703
2015-01-23,Certified,CHINA,LOUISIANA,web developer,Bachelor's,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",39104.0,194,2015,1,23,4,200.53333333333333,4398,750
2015-07-27,Certified-Expired,SOUTH KOREA,TX,FOOD SERVICE WORKER,Master's,Custom Computer Programming Services,16765.0,171,2015,7,27,0,97.47093023255816,3341,617
2014-09-03,Certified-Expired,SRI LANKA,CALIFORNIA,Software Engineer,Bachelor's,Semiconductor and Other Electronic Component Manufacturing,102720.0,147,2014,9,3,2,694.0540540540541,3341,12
2015-10-14,Certified,SOUTH KOREA,NY,BOOKKEEPER,Master's,Custom Computer Programming Services,93101.0,224,2015,10,14,2,413.78222222222223,4398,617
2014-11-03,Certified,INDIA,CALIFORNIA,WEB TECHNOLOGIST,Master's,Computer Systems Design Services,95000.0,178,2014,11,3,0,530.7262569832402,4398,4703
2015-10-13,Certified-Expired,INDIA,TX,DBA/Database Automation Engineer,Bachelor's,Custom Computer Programming Services,116000.0,160,2015,10,13,1,720.4968944099379,3341,4703
2015-11-19,Certified,INDIA,IL,Manager,Bachelor's,Custom Computer Programming Services,149094.0,145,2015,11,19,3,1021.191780821918,4398,4703
2014-07-15,Certified-Expired,INDIA,WASHINGTON,Software Test Engineer,Master's,Other Scientific and Technical Consulting Services,97000.0,149,2014,7,15,1,646.6666666666666,3341,4703
2016-04-08,Certified,SOUTH KOREA,CA,Graphic Designer,Bachelor's,Custom Computer Programming Services,39000.0,98,2016,4,8,4,393.93939393939394,4398,617
2016-09-28,Certified,ARMENIA,CA,BAKER,Master's,Custom Computer Programming Services,20134.0,64,2016,9,28,2,309.7538461538461,4398,4
2016-09-01,Certified,IRAN,CA,Software Engineer,Master's,Custom Computer Programming Services,92394.0,74,2016,9,1,3,1231.92,4398,70
2015-10-24,Withdrawn,INDIA,TX,Programmer Analyst,Master's,Custom Computer Programming Services,81960.0,19,2015,10,24,5,4098.0,361,4703
2015-07-10,Certified-Expired,ITALY,NY,"Vice President, Business Analysis",Master's,Custom Computer Programming Services,72675.0,179,2015,7,10,4,403.75,3341,51
2015-10-16,Certified-Expired,INDIA,MA,Senior Infrastructure Security Analyst,Master's,Custom Computer Programming Services,97200.0,144,2015,10,16,4,670.3448275862069,3341,4703
2016-03-31,Certified,SOUTH KOREA,OH,Plant Laborer,High School,Custom Computer Programming Services,17451.0,76,2016,3,31,3,226.63636363636363,4398,617
2015-06-15,Certified-Expired,CHINA,CA,Software Engineer,Master's,Custom Computer Programming Services,97219.0,186,2015,6,15,0,519.8877005347593,3341,750
2015-02-03,Certified,CANADA,CALIFORNIA,User Experience Designer,Bachelor's,Web Search Portals,107100.0,213,2015,2,3,1,500.4672897196262,4398,280
2015-06-29,Certified-Expired,INDIA,NH,Process Engineer I,Master's,Custom Computer Programming Services,85363.0,198,2015,6,29,0,428.9597989949749,3341,4703
2014-05-12,Certified-Expired,INDIA,CALIFORNIA,Staff Software Engineer,Bachelor's,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",135000.0,163,2014,5,12,0,823.170731707317,3341,4703
2016-01-15,Certified,INDIA,CA,Systems Analyst,Master's,Custom Computer Programming Services,89149.0,126,2016,1,15,4,701.9606299212599,4398,4703
2016-10-26,Certified,INDIA,CA,Validation Lead,Bachelor's,Custom Computer Programming Services,127462.0,57,2016,10,26,2,2197.620689655173,4398,4703
2016-04-19,Certified,INDIA,CA,Software Engineer 2,Bachelor's,Custom Computer Programming Services,93517.0,99,2016,4,19,1,935.17,4398,4703
2015-07-30,Certified-Expired,INDIA,WA,Senior Program Manager - Online ICE or Other,Bachelor's,Custom Computer Programming Services,136230.0,168,2015,7,30,3,806.094674556213,3341,4703
2016-02-11,Certified,CANADA,MI,Advanced Program Buyer - Technical Purchasing,Bachelor's,Custom Computer Programming Services,89000.0,113,2016,2,11,3,780.7017543859649,4398,280
2015-09-16,Certified-Expired,INDIA,NJ,Software Engineer,Master's,Custom Computer Programming Services,78000.0,169,2015,9,16,2,458.8235294117647,3341,4703
2016-09-09,Certified,INDIA,MN,Senior Software Engineer,Bachelor's,Custom Computer Programming Services,109000.0,81,2016,9,9,4,1329.2682926829268,4398,4703
2016-01-07,Certified,INDIA,OH,Programmer Analyst III,Bachelor's,Custom Computer Programming Services,102794.0,133,2016,1,7,3,767.1194029850747,4398,4703
2016-04-16,Certified,VIETNAM,TX,Combined Food Preparation and Serving Worker,Master's,Custom Computer Programming Services,93101.0,228,2016,4,16,5,406.55458515283846,4398,83
2014-10-24,Certified-Expired,INDIA,OREGON,Software Development Engineer – Emulation Compiler,Bachelor's,Computer Systems Design Services,106442.0,144,2014,10,24,4,734.0827586206897,3341,4703
2016-09-08,Certified,NEPAL,TX,Project Engineer,Bachelor's,Custom Computer Programming Services,74672.0,112,2016,9,8,3,660.8141592920354,4398,61
2016-01-15,Certified,IRAN,CA,Dental Research Associate,Other,Custom Computer Programming Services,60237.0,112,2016,1,15,4,533.070796460177,4398,70
2014-07-09,Certified-Expired,INDIA,CALIFORNIA,Software Engineer,Bachelor's,Software Publishers,104000.0,148,2014,7,9,2,697.9865771812081,3341,4703
2016-02-29,Certified,IRAN,IN,ASSISTANT PROFESSOR OF MECHANICAL ENGINEERING TECHNOLOGY,Doctorate,Custom Computer Programming Services,63000.0,150,2016,2,29,0,417.2185430463576,4398,70
2016-02-01,Certified,INDIA,NY,Database Administrator III,Master's,Custom Computer Programming Services,109000.0,113,2016,2,1,0,956.140350877193,4398,4703
2015-07-20,Certified-Expired,CHINA,CT,Business Analyst,Master's,Custom Computer Programming Services,84490.0,183,2015,7,20,0,459.1847826086956,3341,750
2014-06-18,Certified-Expired,INDIA,TEXAS,Reports Developer,Master's,Custom Computer Programming Services,77875.0,148,2014,6,18,2,522.6510067114094,3341,4703
2015-09-04,Certified-Expired,INDIA,MI,Software Quality Assurance Engineer,Bachelor's,Custom Computer Programming Services,88296.0,185,2015,9,4,4,474.7096774193548,3341,4703
2016-04-28,Certified,INDIA,NJ,Software Quality Assurance Engineer,Master's,Custom Computer Programming Services,105000.0,84,2016,4,28,3,1235.2941176470588,4398,4703
2014-12-05,Certified,UNITED STATES OF AMERICA,NEW JERSEY,Marketing Specialist,Bachelor's,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant  Wholesalers",36774.0,195,2014,12,5,4,187.62244897959184,4398,8
2015-06-15,Certified-Expired,INDIA,CA,"Member of Technical Staff, Software Engineering",Master's,Custom Computer Programming Services,140000.0,235,2015,6,15,0,593.2203389830509,3341,4703
2016-04-04,Certified,SOUTH KOREA,GA,COMPUTER OPERATOR,Master's,Custom Computer Programming Services,42952.0,233,2016,4,4,0,183.55555555555557,4398,617
2015-10-22,Certified-Expired,CHINA,CA,Staff Software Engineer,Master's,Custom Computer Programming Services,152440.0,155,2015,10,22,3,977.1794871794872,3341,750
2015-09-17,Certified-Expired,INDIA,CA,Member of Technical Staff - Test Engineer,Master's,Custom Computer Programming Services,115253.0,148,2015,9,17,3,773.510067114094,3341,4703
2015-04-30,Certified-Expired,CHINA,VA,Senior Research Engineer,Master's,Custom Computer Programming Services,110000.0,168,2015,4,30,3,650.887573964497,3341,750
2016-03-02,Certified,MEXICO,WA,Software Engineer,Bachelor's,Custom Computer Programming Services,104700.0,236,2016,3,2,2,441.7721518987342,4398,173
2014-06-20,Certified-Expired,CHINA,CALIFORNIA,Internet Marketing Analyst,Master's,Web Search Portals,120000.0,150,2014,6,20,4,794.7019867549669,3341,750
2014-06-30,Certified-Expired,INDIA,OHIO,Senior Systems Engineer,Bachelor's,Computer Systems Design and Related Services,112320.0,144,2014,6,30,0,774.6206896551724,3341,4703
2016-01-11,Certified,INDIA,CA,Senior Research Associate,Master's,Custom Computer Programming Services,70803.0,133,2016,1,11,0,528.3805970149253,4398,4703
2014-12-02,Certified,CHINA,CALIFORNIA,Senior Staff Accountant,Master's,Other Accounting Services,61589.0,192,2014,12,2,1,319.1139896373057,4398,750
2015-02-09,Certified,INDIA,WASHINGTON,software engineer,Bachelor's,Custom Computer Programming Services,128773.0,214,2015,2,9,0,598.9441860465116,4398,4703
2015-12-21,Certified,PAKISTAN,MA,PROGRAMMER/SOFTWARE DEVELOPER,Bachelor's,Custom Computer Programming Services,89000.0,140,2015,12,21,0,631.2056737588653,4398,63
2014-10-20,Certified-Expired,INDIA,ILLINOIS,Lead Consultant,Master's,Custom Computer Programming Services,94000.0,150,2014,10,20,0,622.5165562913908,3341,4703
2014-10-20,Certified,INDIA,CALIFORNIA,Component Design Engineer,Master's,Semiconductor and Other Electronic Component Manufacturing,82285.0,231,2014,10,20,0,354.67672413793105,4398,4703
2015-04-06,Withdrawn,INDIA,VIRGINIA,Senior RAN/RF Project Enginer,Bachelor's,Other Scientific and Technical Consulting Services,155000.0,9,2015,4,6,0,15500.0,361,4703
2014-05-28,Certified-Expired,INDIA,GEORGIA,Oracle Financials Consultant,Master's,Custom Computer Programming Services,71500.0,134,2014,5,28,2,529.6296296296297,3341,4703
2014-06-13,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - II,Bachelor's,Computer Systems Design Services,54059.0,293,2014,6,13,4,183.87414965986397,3341,4703
2015-04-20,Certified-Expired,JAPAN,VA,Assistant Professor of Research,Doctorate,Custom Computer Programming Services,86086.0,190,2015,4,20,0,450.7120418848168,3341,51
2016-06-09,Certified,INDIA,TX,SOFTWARE DEVELOPER,Master's,Custom Computer Programming Services,81952.0,77,2016,6,9,3,1050.6666666666667,4398,4703
2016-06-22,Certified,FRANCE,CA,Assistant Professor of Philosophy,Doctorate,Custom Computer Programming Services,58000.0,72,2016,6,22,2,794.5205479452055,4398,67
2016-07-21,Certified,MEXICO,MN,Animal Scientist,Bachelor's,Custom Computer Programming Services,43805.0,84,2016,7,21,3,515.3529411764706,4398,173
2014-08-29,Certified-Expired,INDIA,CALIFORNIA,RF Network Engineer,Master's,Engineering Services,78832.0,150,2014,8,29,4,522.066225165563,3341,4703
2015-06-11,Certified-Expired,INDIA,NY,Senior Database Tech Developer,Bachelor's,Custom Computer Programming Services,140000.0,288,2015,6,11,3,484.4290657439447,3341,4703
2014-06-25,Certified-Expired,INDIA,NEW JERSEY,SR. PROGRAMMER ANALYST,Bachelor's,Custom Computer Programming Services,122179.0,146,2014,6,25,2,831.1496598639455,3341,4703
2015-12-04,Certified,PHILIPPINES,TX,Educational Diagnostician,Master's,Custom Computer Programming Services,50925.0,244,2015,12,4,4,207.8571428571429,4398,118
2016-03-02,Certified,CANADA,MA,Technical Account Managers,Master's,Custom Computer Programming Services,105706.0,107,2016,3,2,2,978.7592592592592,4398,280
2014-07-04,Certified-Expired,INDIA,CALIFORNIA,Senior Systems Analyst,Bachelor's,Custom Computer Programming Services,97822.0,151,2014,7,4,4,643.5657894736842,3341,4703
2014-09-08,Certified-Expired,DENMARK,NEW JERSEY,Superintendent Engineer,Bachelor's,Other Engine Equipment Manufacturing,111602.0,144,2014,9,8,0,769.6689655172414,3341,5
2014-07-29,Certified-Expired,UNITED KINGDOM,CALIFORNIA,Technical Support Engineering Manager,Bachelor's,Custom Computer Programming Services,166837.0,153,2014,7,29,1,1083.357142857143,3341,77
2015-07-23,Certified-Expired,INDIA,IL,SAP Consultant,Bachelor's,Custom Computer Programming Services,102669.0,168,2015,7,23,3,607.508875739645,3341,4703
2015-03-13,Certified,INDIA,CALIFORNIA,Senior Software Engineer/Linux SW,Bachelor's,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,105227.2,195,2015,3,13,4,536.8734693877551,4398,4703
2015-10-21,Certified-Expired,INDIA,NJ,DATABASE ANALYST,Master's,Custom Computer Programming Services,100859.0,159,2015,10,21,2,630.36875,3341,4703
2016-06-10,Certified,INDIA,NC,Senior Consultant,Master's,Custom Computer Programming Services,91562.0,83,2016,6,10,4,1090.0238095238096,4398,4703
2016-08-19,Certified,SOUTH KOREA,CA,PRODUCTION MANAGER,High School,Custom Computer Programming Services,83283.0,88,2016,8,19,4,935.7640449438202,4398,617
2014-05-25,Certified-Expired,INDIA,SOUTH CAROLINA,Medicare Programing Analyst,Bachelor's,Insurance Carriers,87700.0,135,2014,5,25,6,644.8529411764706,3341,4703
2015-04-29,Certified-Expired,INDIA,TX,Computer Systems Analyst - II,Bachelor's,Custom Computer Programming Services,64438.0,173,2015,4,29,2,370.3333333333333,3341,4703
2015-07-11,Certified-Expired,INDIA,MA,Component Design Engineer,Master's,Custom Computer Programming Services,80800.0,180,2015,7,11,5,446.4088397790055,3341,4703
2016-09-07,Certified,POLAND,NY,JANITOR,Master's,Custom Computer Programming Services,18845.0,113,2016,9,7,2,165.30701754385964,4398,30
2015-01-12,Denied,INDIA,MA,Business Intelligence Developer-SQL Server,Master's,Custom Computer Programming Services,76500.0,343,2015,1,12,0,222.38372093023256,225,4703
2016-02-18,Certified,INDIA,NJ,Computer Programmer,Bachelor's,Custom Computer Programming Services,68869.0,113,2016,2,18,3,604.1140350877193,4398,4703
2016-01-15,Withdrawn,INDIA,NC,Biostatistician,Master's,Custom Computer Programming Services,65570.0,12,2016,1,15,4,5043.846153846154,361,4703
2014-08-18,Certified-Expired,INDIA,GEORGIA,Asset Management - Technical Solutions Director,Bachelor's,All Other Information Services,102315.0,156,2014,8,18,0,651.687898089172,3341,4703
2015-03-20,Certified,UNITED KINGDOM,TENNESSEE,Geospatial Analytics Senior Associate,Bachelor's,Other Accounting Services,107702.0,186,2015,3,20,4,575.9465240641712,4398,77
2016-07-14,Certified,TURKEY,CA,Campaign Director,Bachelor's,Custom Computer Programming Services,106226.0,90,2016,7,14,3,1167.3186813186812,4398,42
2015-12-11,Certified,INDIA,NY,Jr. QC/R&D Scientist,Master's,Custom Computer Programming Services,60000.0,132,2015,12,11,4,451.1278195488722,4398,4703
2015-02-24,Certified,INDIA,NEW YORK,Business Analyst,Bachelor's,Insurance Carriers,100000.0,204,2015,2,24,1,487.8048780487805,4398,4703
2016-02-05,Certified,INDIA,NJ,Sr. Programmer Analyst,Master's,Custom Computer Programming Services,103626.0,117,2016,2,5,4,878.1864406779661,4398,4703
2015-01-21,Certified,INDIA,NEW JERSEY,Senior Principal Consultant,Bachelor's,Custom Computer Programming Services,107120.0,208,2015,1,21,2,512.5358851674641,4398,4703
2014-08-25,Certified,INDIA,CALIFORNIA,Senior Systems Analyst,Bachelor's,Custom Computer Programming Services,112154.0,242,2014,8,25,0,461.53909465020575,4398,4703
2015-01-29,Certified,CHINA,SOUTH CAROLINA,Commercial Cleaner,Master's,Janitorial Services,93101.0,207,2015,1,29,3,447.6009615384616,4398,750
2016-04-22,Certified,INDIA,IL,Specialty Cook,Other,Custom Computer Programming Services,27000.0,87,2016,4,22,4,306.8181818181818,4398,4703
2016-05-25,Certified,ECUADOR,FL,Marine Commissioning Engineer,Bachelor's,Custom Computer Programming Services,80080.0,78,2016,5,25,2,1013.6708860759494,4398,15
2016-04-25,Certified,INDIA,TX,Computer Systems Analyst - IV,Master's,Custom Computer Programming Services,81765.0,85,2016,4,25,0,950.7558139534884,4398,4703
2015-04-06,Certified-Expired,CHILE,WA,Quality Controller,Bachelor's,Custom Computer Programming Services,42550.0,220,2015,4,6,0,192.5339366515837,3341,7
2015-03-24,Certified,VENEZUELA,FLORIDA,Latin America Product Manager,Bachelor's,Integrated Record Production/Distribution,60674.0,184,2015,3,24,1,327.9675675675676,4398,59
2015-04-10,Certified-Expired,SOUTH KOREA,SC,General Farm Laborer,Master's,Custom Computer Programming Services,16848.0,326,2015,4,10,4,51.522935779816514,3341,617
2016-05-06,Certified,INDIA,TX,Senior Project Engineer,Master's,Custom Computer Programming Services,85883.0,82,2016,5,6,4,1034.7349397590365,4398,4703
2014-10-06,Certified-Expired,INDIA,PENNSYLVANIA,Group Leader,Master's,"Research and Development in the Physical, Engineering, and Life Sciences",75000.0,148,2014,10,6,0,503.3557046979866,3341,4703
2014-10-27,Certified,INDIA,NEW YORK,Software Developer - 2,Bachelor's,Custom Computer Programming Services,91110.0,168,2014,10,27,0,539.112426035503,4398,4703
2016-01-14,Certified,INDIA,WA,Software Development Engineer II,Master's,Custom Computer Programming Services,101088.0,127,2016,1,14,3,789.75,4398,4703
2016-09-28,Certified,INDIA,CA,Senior Software Engineer,Master's,Custom Computer Programming Services,153000.0,47,2016,9,28,2,3187.5,4398,4703
2015-07-16,Certified-Expired,INDIA,CA,Software Engineer,Master's,Custom Computer Programming Services,109000.0,182,2015,7,16,3,595.6284153005464,3341,4703
2014-07-31,Certified-Expired,INDIA,NEW JERSEY,Developer,Bachelor's,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,100000.0,152,2014,7,31,3,653.59477124183,3341,4703
2015-05-28,Certified-Expired,EGYPT,NJ,BENCH HAND BAKER,Master's,Custom Computer Programming Services,29557.0,187,2015,5,28,3,157.21808510638297,3341,17
2015-11-19,Certified,CHILE,CA,Software Engineer,Bachelor's,Custom Computer Programming Services,98342.0,145,2015,11,19,3,673.5753424657535,4398,7
2014-08-25,Certified-Expired,INDIA,MICHIGAN,Software Engineer,Master's,Computer Systems Design and Related Services,78000.0,154,2014,8,25,0,503.2258064516129,3341,4703
